,model,split,f2_score,lr,num_epochs,kernel_size,out_channels,activation,fc1_size
588,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,5,"[32, 64]",leaky_relu,32
589,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.001,10,5,"[32, 64]",leaky_relu,32
590,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.001,10,5,"[32, 64]",leaky_relu,64
591,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.001,10,5,"[32, 64]",leaky_relu,64
592,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,5,"[32, 64]",leaky_relu,64
593,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.001,10,5,"[32, 64]",leaky_relu,64
594,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.001,10,5,"[32, 64]",leaky_relu,64
595,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,5,"[32, 64]",leaky_relu,128
596,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,5,"[32, 64]",leaky_relu,128
597,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,5,"[32, 64]",leaky_relu,128
598,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.001,10,5,"[32, 64]",leaky_relu,128
599,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,5,"[32, 64]",leaky_relu,128
600,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.001,10,5,"[32, 64, 128]",relu,32
601,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,32
602,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,32
603,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,32
604,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.001,10,5,"[32, 64, 128]",relu,32
605,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.001,10,5,"[32, 64, 128]",relu,64
606,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,64
607,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,64
608,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,64
609,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",4,0.8379013312451057,0.001,10,5,"[32, 64, 128]",relu,64
610,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,5,"[32, 64, 128]",relu,128
611,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,128
612,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,128
613,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.001,10,5,"[32, 64, 128]",relu,128
614,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8346333853354134,0.001,10,5,"[32, 64, 128]",relu,128
615,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.001,10,5,"[32, 64, 128]",leaky_relu,32
616,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,32
617,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,32
618,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,32
619,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.001,10,5,"[32, 64, 128]",leaky_relu,32
620,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.835464620630861,0.001,10,5,"[32, 64, 128]",leaky_relu,64
621,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,64
622,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,64
623,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,64
624,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.001,10,5,"[32, 64, 128]",leaky_relu,64
625,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,5,"[32, 64, 128]",leaky_relu,128
626,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,128
627,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8625106746370623,0.001,10,5,"[32, 64, 128]",leaky_relu,128
628,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.001,10,5,"[32, 64, 128]",leaky_relu,128
629,"lr_0.001_num_epochs_10_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,5,"[32, 64, 128]",leaky_relu,128
630,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.001,10,10,[32],relu,32
631,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.001,10,10,[32],relu,32
632,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.001,10,10,[32],relu,32
633,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.001,10,10,[32],relu,32
634,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,4,0.8339828526890102,0.001,10,10,[32],relu,32
635,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,0,0.8339828526890102,0.001,10,10,[32],relu,64
636,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,1,0.8326817826426895,0.001,10,10,[32],relu,64
637,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,2,0.8326817826426895,0.001,10,10,[32],relu,64
638,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,3,0.8326817826426895,0.001,10,10,[32],relu,64
639,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,4,0.8339828526890102,0.001,10,10,[32],relu,64
640,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,0,0.8339828526890102,0.001,10,10,[32],relu,128
641,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,1,0.8333333333333334,0.001,10,10,[32],relu,128
642,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,2,0.8326817826426895,0.001,10,10,[32],relu,128
643,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,3,0.8326817826426895,0.001,10,10,[32],relu,128
644,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,4,0.8339828526890102,0.001,10,10,[32],relu,128
645,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,0,0.8339828526890102,0.001,10,10,[32],leaky_relu,32
646,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,1,0.8359746434231379,0.001,10,10,[32],leaky_relu,32
647,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,2,0.8326817826426895,0.001,10,10,[32],leaky_relu,32
648,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,3,0.8326817826426895,0.001,10,10,[32],leaky_relu,32
649,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,4,0.8339828526890102,0.001,10,10,[32],leaky_relu,32
650,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,0,0.8339828526890102,0.001,10,10,[32],leaky_relu,64
651,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,1,0.8379888268156425,0.001,10,10,[32],leaky_relu,64
652,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,2,0.8326817826426895,0.001,10,10,[32],leaky_relu,64
653,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,3,0.8326817826426895,0.001,10,10,[32],leaky_relu,64
654,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,4,0.8339828526890102,0.001,10,10,[32],leaky_relu,64
655,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,0,0.8339828526890102,0.001,10,10,[32],leaky_relu,128
656,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,1,0.8326817826426895,0.001,10,10,[32],leaky_relu,128
657,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,2,0.8326817826426895,0.001,10,10,[32],leaky_relu,128
658,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,3,0.8333333333333334,0.001,10,10,[32],leaky_relu,128
659,lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,4,0.8339828526890102,0.001,10,10,[32],leaky_relu,128
660,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.001,10,10,"[32, 64]",relu,32
661,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.001,10,10,"[32, 64]",relu,32
662,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.001,10,10,"[32, 64]",relu,32
663,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,10,"[32, 64]",relu,32
664,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",4,0.836591086786552,0.001,10,10,"[32, 64]",relu,32
665,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.001,10,10,"[32, 64]",relu,64
666,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.001,10,10,"[32, 64]",relu,64
667,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,10,"[32, 64]",relu,64
668,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.001,10,10,"[32, 64]",relu,64
669,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",4,0.8691910499139415,0.001,10,10,"[32, 64]",relu,64
670,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,10,"[32, 64]",relu,128
671,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,10,"[32, 64]",relu,128
672,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,10,"[32, 64]",relu,128
673,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",3,0.8359497645211931,0.001,10,10,"[32, 64]",relu,128
674,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,10,"[32, 64]",relu,128
675,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.001,10,10,"[32, 64]",leaky_relu,32
676,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,32
677,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,32
678,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,32
679,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.001,10,10,"[32, 64]",leaky_relu,32
680,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.001,10,10,"[32, 64]",leaky_relu,64
681,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,64
682,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,64
683,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",3,0.8412322274881516,0.001,10,10,"[32, 64]",leaky_relu,64
684,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.001,10,10,"[32, 64]",leaky_relu,64
685,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,10,"[32, 64]",leaky_relu,128
686,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,128
687,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,128
688,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.001,10,10,"[32, 64]",leaky_relu,128
689,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,10,"[32, 64]",leaky_relu,128
690,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.001,10,10,"[32, 64, 128]",relu,32
691,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,32
692,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,32
693,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,32
694,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.001,10,10,"[32, 64, 128]",relu,32
695,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.001,10,10,"[32, 64, 128]",relu,64
696,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",1,0.8458961474036851,0.001,10,10,"[32, 64, 128]",relu,64
697,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,64
698,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,64
699,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.001,10,10,"[32, 64, 128]",relu,64
700,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,10,"[32, 64, 128]",relu,128
701,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,128
702,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,128
703,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.001,10,10,"[32, 64, 128]",relu,128
704,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,10,"[32, 64, 128]",relu,128
705,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.001,10,10,"[32, 64, 128]",leaky_relu,32
706,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,32
707,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,32
708,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,32
709,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.001,10,10,"[32, 64, 128]",leaky_relu,32
710,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.001,10,10,"[32, 64, 128]",leaky_relu,64
711,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,64
712,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,64
713,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,64
714,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.001,10,10,"[32, 64, 128]",leaky_relu,64
715,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,10,"[32, 64, 128]",leaky_relu,128
716,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,128
717,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,128
718,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.001,10,10,"[32, 64, 128]",leaky_relu,128
719,"lr_0.001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,10,"[32, 64, 128]",leaky_relu,128
720,lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.001,10,50,[32],relu,32
721,lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.001,10,50,[32],relu,32
722,lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.001,10,50,[32],relu,32
723,lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.001,10,50,[32],relu,32
